topic,topic_label,orientador,P_orientador_given_topic,n_docs_topic,n_docs_orientador_assigned
7,7_dados_logs_sistemas_banco,"SILVA, Thiago Emmanuel Pereira da Cunha.",0.05952380952380952,17,16
7,7_dados_logs_sistemas_banco,"BAPTISTA, Cláudio de Souza.",0.03571428571428571,17,17
7,7_dados_logs_sistemas_banco,"BRITO, Andrey Elísio Monteiro.",0.03571428571428571,17,12
7,7_dados_logs_sistemas_banco,"CAMPELO, Claudio Elízio Calazans.",0.03571428571428571,17,22
7,7_dados_logs_sistemas_banco,"FARIAS, Adalberto Cajueiro de.",0.03571428571428571,17,4
7,7_dados_logs_sistemas_banco,"MARINHO, Leandro Balby.",0.03571428571428571,17,7
7,7_dados_logs_sistemas_banco,"MASSONI, Tiago Lima.",0.03571428571428571,17,30
7,7_dados_logs_sistemas_banco,"MONTEIRO, João Arthur Brunet.",0.03571428571428571,17,15
7,7_dados_logs_sistemas_banco,"MOURA, José Antão Beltrão.",0.03571428571428571,17,16
7,7_dados_logs_sistemas_banco,"ALMEIDA, Hyggo Oliveira de.",0.011904761904761904,17,4
7,7_dados_logs_sistemas_banco,"ALVES, Everton Leandro Galdino.",0.011904761904761904,17,9
7,7_dados_logs_sistemas_banco,"ANDRADE, Nazareno Ferreira de.",0.011904761904761904,17,4
7,7_dados_logs_sistemas_banco,"ANDRADE, Wilkerson de Lucena.",0.011904761904761904,17,9
7,7_dados_logs_sistemas_banco,"ARAÚJO, Elaine Cristina de.",0.011904761904761904,17,1
7,7_dados_logs_sistemas_banco,"ARAÚJO, Eliane Cristina de.",0.011904761904761904,17,8
7,7_dados_logs_sistemas_banco,"ARAÚJO, Joseana Macêdo Fechine Régis de.",0.011904761904761904,17,13
7,7_dados_logs_sistemas_banco,"BARROS, Marcelo Alves de.",0.011904761904761904,17,7
7,7_dados_logs_sistemas_banco,"BRASILEIRO, Francisco Vilar.",0.011904761904761904,17,7
7,7_dados_logs_sistemas_banco,"BRUNET, João Arthur Monteiro.",0.011904761904761904,17,10
7,7_dados_logs_sistemas_banco,"CAMPOS, Lívia Maria Rodrigues Sampaio",0.011904761904761904,17,1
7,7_dados_logs_sistemas_banco,"CAMPOS, Lívia Maria Rodrigues Sampaio.",0.011904761904761904,17,12
7,7_dados_logs_sistemas_banco,"CAMPOS, Lívia Maria Sampaio.",0.011904761904761904,17,1
7,7_dados_logs_sistemas_banco,"FARIA, Roberto Medeiros de.",0.011904761904761904,17,1
7,7_dados_logs_sistemas_banco,"FECHINE, Joseana Macêdo.",0.011904761904761904,17,4
7,7_dados_logs_sistemas_banco,"GARCIA, Franceline Procópio.",0.011904761904761904,17,2
7,7_dados_logs_sistemas_banco,"GARCIA, Francilene Procópio.",0.011904761904761904,17,8
7,7_dados_logs_sistemas_banco,"GHEYI, Rohit Gheyi.",0.011904761904761904,17,2
7,7_dados_logs_sistemas_banco,"GHEYI, Rohit.",0.011904761904761904,17,10
7,7_dados_logs_sistemas_banco,"GOMES, Herman Martins.",0.011904761904761904,17,23
7,7_dados_logs_sistemas_banco,"GOMES, Reinaldo Cézar de Morais.",0.011904761904761904,17,5
7,7_dados_logs_sistemas_banco,"GORGÔNIO, Kyller Costa.",0.011904761904761904,17,2
7,7_dados_logs_sistemas_banco,"GUERRERO, Dalton Dario Serey.",0.011904761904761904,17,2
7,7_dados_logs_sistemas_banco,"LIRA, Melina Mongiovi Brito.",0.011904761904761904,17,4
7,7_dados_logs_sistemas_banco,"MELCHER, Elmar Uwe Kurt.",0.011904761904761904,17,1
7,7_dados_logs_sistemas_banco,"MONGIOVI, Melina.",0.011904761904761904,17,1
7,7_dados_logs_sistemas_banco,"MORAES, Fábio Jorge Almeida.",0.011904761904761904,17,1
7,7_dados_logs_sistemas_banco,"Marinho, Leandro Balby",0.011904761904761904,17,1
7,7_dados_logs_sistemas_banco,"NICOLLETTI, Pedro Sergio.",0.011904761904761904,17,1
7,7_dados_logs_sistemas_banco,"OLIVEIRA, Maxwell Guimarães de.",0.011904761904761904,17,5
7,7_dados_logs_sistemas_banco,"PEREIRA, Eanes Torres.",0.011904761904761904,17,7
7,7_dados_logs_sistemas_banco,"PEREIRA, Thiago Emmanuel da Cunha Silva.",0.011904761904761904,17,2
7,7_dados_logs_sistemas_banco,"PEREIRA, Thiago Emmanuel.",0.011904761904761904,17,2
7,7_dados_logs_sistemas_banco,"PROCÓPIO, Francilene García.",0.011904761904761904,17,1
7,7_dados_logs_sistemas_banco,"RAMALHO, Franklin de Souza.",0.011904761904761904,17,11
7,7_dados_logs_sistemas_banco,"RÊGO, Matheus Gaudencio do.",0.011904761904761904,17,6
7,7_dados_logs_sistemas_banco,"SAMPAIO, Lívia Maria Rodrigues Sampaio.",0.011904761904761904,17,1
7,7_dados_logs_sistemas_banco,"SILVA, Emmanuel Pereira da Cunha.",0.011904761904761904,17,1
8,8_dados_meio_aplicativos_anlise,"BAPTISTA, Cláudio de Souza.",0.13414634146341464,16,17
8,8_dados_meio_aplicativos_anlise,"BARROS, Marcelo Alves de.",0.036585365853658534,16,7
8,8_dados_meio_aplicativos_anlise,"CAMPELO, Claudio Elízio Calazans.",0.036585365853658534,16,22
8,8_dados_meio_aplicativos_anlise,"FECHINE, Joseana Macêdo.",0.036585365853658534,16,4
8,8_dados_meio_aplicativos_anlise,"GARCIA, Franceline Procópio.",0.036585365853658534,16,2
8,8_dados_meio_aplicativos_anlise,"GOMES, Herman Martins.",0.036585365853658534,16,23
8,8_dados_meio_aplicativos_anlise,"LIRA, Melina Mongiovi Brito.",0.036585365853658534,16,4
8,8_dados_meio_aplicativos_anlise,"MORAIS, Fábio Jorge Almeida.",0.036585365853658534,16,19
8,8_dados_meio_aplicativos_anlise,"MOURA, José Antão Beltrão.",0.036585365853658534,16,16
8,8_dados_meio_aplicativos_anlise,"PIRES, Carlos Eduardo Santos.",0.036585365853658534,16,9
8,8_dados_meio_aplicativos_anlise,"SABINO, Melina Mongiovi Cunha Lima.",0.036585365853658534,16,5
8,8_dados_meio_aplicativos_anlise,"SILVA, Thiago Emmanuel Pereira da Cunha.",0.036585365853658534,16,16
8,8_dados_meio_aplicativos_anlise,"ALMEIDA, Hyggo Oliveira de.",0.012195121951219513,16,4
8,8_dados_meio_aplicativos_anlise,"ALVES, Everton Leandro Galdino.",0.012195121951219513,16,9
8,8_dados_meio_aplicativos_anlise,"ANDRADE, Nazareno Ferreira de.",0.012195121951219513,16,4
8,8_dados_meio_aplicativos_anlise,"ANDRADE, Wilkerson de Lucena.",0.012195121951219513,16,9
8,8_dados_meio_aplicativos_anlise,"ARAÚJO, Elaine Cristina de.",0.012195121951219513,16,1
8,8_dados_meio_aplicativos_anlise,"ARAÚJO, Eliane Cristina de.",0.012195121951219513,16,8
8,8_dados_meio_aplicativos_anlise,"ARAÚJO, Joseana Macêdo Fechine Régis de.",0.012195121951219513,16,13
8,8_dados_meio_aplicativos_anlise,"BRASILEIRO, Francisco Vilar.",0.012195121951219513,16,7
8,8_dados_meio_aplicativos_anlise,"BRITO, Andrey Elísio Monteiro.",0.012195121951219513,16,12
8,8_dados_meio_aplicativos_anlise,"BRUNET, João Arthur Monteiro.",0.012195121951219513,16,10
8,8_dados_meio_aplicativos_anlise,"CAMPOS, Lívia Maria Rodrigues Sampaio",0.012195121951219513,16,1
8,8_dados_meio_aplicativos_anlise,"CAMPOS, Lívia Maria Rodrigues Sampaio.",0.012195121951219513,16,12
8,8_dados_meio_aplicativos_anlise,"CAMPOS, Lívia Maria Sampaio.",0.012195121951219513,16,1
8,8_dados_meio_aplicativos_anlise,"FARIA, Roberto Medeiros de.",0.012195121951219513,16,1
8,8_dados_meio_aplicativos_anlise,"FARIAS, Adalberto Cajueiro de.",0.012195121951219513,16,4
8,8_dados_meio_aplicativos_anlise,"GARCIA, Francilene Procópio.",0.012195121951219513,16,8
8,8_dados_meio_aplicativos_anlise,"GHEYI, Rohit Gheyi.",0.012195121951219513,16,2
8,8_dados_meio_aplicativos_anlise,"GHEYI, Rohit.",0.012195121951219513,16,10
8,8_dados_meio_aplicativos_anlise,"GOMES, Reinaldo Cézar de Morais.",0.012195121951219513,16,5
8,8_dados_meio_aplicativos_anlise,"GORGÔNIO, Kyller Costa.",0.012195121951219513,16,2
8,8_dados_meio_aplicativos_anlise,"GUERRERO, Dalton Dario Serey.",0.012195121951219513,16,2
8,8_dados_meio_aplicativos_anlise,"MARINHO, Leandro Balby.",0.012195121951219513,16,7
8,8_dados_meio_aplicativos_anlise,"MASSONI, Tiago Lima.",0.012195121951219513,16,30
8,8_dados_meio_aplicativos_anlise,"MELCHER, Elmar Uwe Kurt.",0.012195121951219513,16,1
8,8_dados_meio_aplicativos_anlise,"MONGIOVI, Melina.",0.012195121951219513,16,1
8,8_dados_meio_aplicativos_anlise,"MONTEIRO, João Arthur Brunet.",0.012195121951219513,16,15
8,8_dados_meio_aplicativos_anlise,"MORAES, Fábio Jorge Almeida.",0.012195121951219513,16,1
8,8_dados_meio_aplicativos_anlise,"Marinho, Leandro Balby",0.012195121951219513,16,1
8,8_dados_meio_aplicativos_anlise,"NICOLLETTI, Pedro Sergio.",0.012195121951219513,16,1
8,8_dados_meio_aplicativos_anlise,"OLIVEIRA, Maxwell Guimarães de.",0.012195121951219513,16,5
8,8_dados_meio_aplicativos_anlise,"PEREIRA, Eanes Torres.",0.012195121951219513,16,7
8,8_dados_meio_aplicativos_anlise,"PEREIRA, Thiago Emmanuel da Cunha Silva.",0.012195121951219513,16,2
8,8_dados_meio_aplicativos_anlise,"PEREIRA, Thiago Emmanuel.",0.012195121951219513,16,2
8,8_dados_meio_aplicativos_anlise,"PROCÓPIO, Francilene García.",0.012195121951219513,16,1
8,8_dados_meio_aplicativos_anlise,"RAMALHO, Franklin de Souza.",0.012195121951219513,16,11
8,8_dados_meio_aplicativos_anlise,"RÊGO, Matheus Gaudencio do.",0.012195121951219513,16,6
8,8_dados_meio_aplicativos_anlise,"SAMPAIO, Lívia Maria Rodrigues Sampaio.",0.012195121951219513,16,1
8,8_dados_meio_aplicativos_anlise,"SILVA, Emmanuel Pereira da Cunha.",0.012195121951219513,16,1
9,9_ensino_alunos_atividades_evaso,"BRASILEIRO, Francisco Vilar.",0.0875,15,7
9,9_ensino_alunos_atividades_evaso,"ARAÚJO, Joseana Macêdo Fechine Régis de.",0.0625,15,13
9,9_ensino_alunos_atividades_evaso,"ANDRADE, Wilkerson de Lucena.",0.0375,15,9
9,9_ensino_alunos_atividades_evaso,"ARAÚJO, Eliane Cristina de.",0.0375,15,8
9,9_ensino_alunos_atividades_evaso,"BAPTISTA, Cláudio de Souza.",0.0375,15,17
9,9_ensino_alunos_atividades_evaso,"BARROS, Marcelo Alves de.",0.0375,15,7
9,9_ensino_alunos_atividades_evaso,"CAMPOS, Lívia Maria Rodrigues Sampaio.",0.0375,15,12
9,9_ensino_alunos_atividades_evaso,"FARIAS, Adalberto Cajueiro de.",0.0375,15,4
9,9_ensino_alunos_atividades_evaso,"GARCIA, Francilene Procópio.",0.0375,15,8
9,9_ensino_alunos_atividades_evaso,"MASSONI, Tiago Lima.",0.0375,15,30
9,9_ensino_alunos_atividades_evaso,"MOURA, José Antão Beltrão.",0.0375,15,16
9,9_ensino_alunos_atividades_evaso,"PIRES, Carlos Eduardo Santos.",0.0375,15,9
9,9_ensino_alunos_atividades_evaso,"ALMEIDA, Hyggo Oliveira de.",0.0125,15,4
9,9_ensino_alunos_atividades_evaso,"ALVES, Everton Leandro Galdino.",0.0125,15,9
9,9_ensino_alunos_atividades_evaso,"ANDRADE, Nazareno Ferreira de.",0.0125,15,4
9,9_ensino_alunos_atividades_evaso,"ARAÚJO, Elaine Cristina de.",0.0125,15,1
9,9_ensino_alunos_atividades_evaso,"BRITO, Andrey Elísio Monteiro.",0.0125,15,12
9,9_ensino_alunos_atividades_evaso,"BRUNET, João Arthur Monteiro.",0.0125,15,10
9,9_ensino_alunos_atividades_evaso,"CAMPELO, Claudio Elízio Calazans.",0.0125,15,22
9,9_ensino_alunos_atividades_evaso,"CAMPOS, Lívia Maria Rodrigues Sampaio",0.0125,15,1
9,9_ensino_alunos_atividades_evaso,"CAMPOS, Lívia Maria Sampaio.",0.0125,15,1
9,9_ensino_alunos_atividades_evaso,"FARIA, Roberto Medeiros de.",0.0125,15,1
9,9_ensino_alunos_atividades_evaso,"FECHINE, Joseana Macêdo.",0.0125,15,4
9,9_ensino_alunos_atividades_evaso,"GARCIA, Franceline Procópio.",0.0125,15,2
9,9_ensino_alunos_atividades_evaso,"GHEYI, Rohit Gheyi.",0.0125,15,2
9,9_ensino_alunos_atividades_evaso,"GHEYI, Rohit.",0.0125,15,10
9,9_ensino_alunos_atividades_evaso,"GOMES, Herman Martins.",0.0125,15,23
9,9_ensino_alunos_atividades_evaso,"GOMES, Reinaldo Cézar de Morais.",0.0125,15,5
9,9_ensino_alunos_atividades_evaso,"GORGÔNIO, Kyller Costa.",0.0125,15,2
9,9_ensino_alunos_atividades_evaso,"GUERRERO, Dalton Dario Serey.",0.0125,15,2
9,9_ensino_alunos_atividades_evaso,"LIRA, Melina Mongiovi Brito.",0.0125,15,4
9,9_ensino_alunos_atividades_evaso,"MARINHO, Leandro Balby.",0.0125,15,7
9,9_ensino_alunos_atividades_evaso,"MELCHER, Elmar Uwe Kurt.",0.0125,15,1
9,9_ensino_alunos_atividades_evaso,"MONGIOVI, Melina.",0.0125,15,1
9,9_ensino_alunos_atividades_evaso,"MONTEIRO, João Arthur Brunet.",0.0125,15,15
9,9_ensino_alunos_atividades_evaso,"MORAES, Fábio Jorge Almeida.",0.0125,15,1
9,9_ensino_alunos_atividades_evaso,"MORAIS, Fábio Jorge Almeida.",0.0125,15,19
9,9_ensino_alunos_atividades_evaso,"Marinho, Leandro Balby",0.0125,15,1
9,9_ensino_alunos_atividades_evaso,"NICOLLETTI, Pedro Sergio.",0.0125,15,1
9,9_ensino_alunos_atividades_evaso,"OLIVEIRA, Maxwell Guimarães de.",0.0125,15,5
9,9_ensino_alunos_atividades_evaso,"PEREIRA, Eanes Torres.",0.0125,15,7
9,9_ensino_alunos_atividades_evaso,"PEREIRA, Thiago Emmanuel da Cunha Silva.",0.0125,15,2
9,9_ensino_alunos_atividades_evaso,"PEREIRA, Thiago Emmanuel.",0.0125,15,2
9,9_ensino_alunos_atividades_evaso,"PROCÓPIO, Francilene García.",0.0125,15,1
9,9_ensino_alunos_atividades_evaso,"RAMALHO, Franklin de Souza.",0.0125,15,11
9,9_ensino_alunos_atividades_evaso,"RÊGO, Matheus Gaudencio do.",0.0125,15,6
9,9_ensino_alunos_atividades_evaso,"SABINO, Melina Mongiovi Cunha Lima.",0.0125,15,5
9,9_ensino_alunos_atividades_evaso,"SAMPAIO, Lívia Maria Rodrigues Sampaio.",0.0125,15,1
9,9_ensino_alunos_atividades_evaso,"SILVA, Emmanuel Pereira da Cunha.",0.0125,15,1
9,9_ensino_alunos_atividades_evaso,"SILVA, Thiago Emmanuel Pereira da Cunha.",0.0125,15,16
10,10_oratio_projeto_solid_clean,"GHEYI, Rohit.",0.0875,15,10
10,10_oratio_projeto_solid_clean,"GOMES, Herman Martins.",0.0875,15,23
10,10_oratio_projeto_solid_clean,"SILVA, Thiago Emmanuel Pereira da Cunha.",0.0875,15,16
10,10_oratio_projeto_solid_clean,"ARAÚJO, Eliane Cristina de.",0.0375,15,8
10,10_oratio_projeto_solid_clean,"BRASILEIRO, Francisco Vilar.",0.0375,15,7
10,10_oratio_projeto_solid_clean,"MASSONI, Tiago Lima.",0.0375,15,30
10,10_oratio_projeto_solid_clean,"MOURA, José Antão Beltrão.",0.0375,15,16
10,10_oratio_projeto_solid_clean,"OLIVEIRA, Maxwell Guimarães de.",0.0375,15,5
10,10_oratio_projeto_solid_clean,"RAMALHO, Franklin de Souza.",0.0375,15,11
10,10_oratio_projeto_solid_clean,"ALMEIDA, Hyggo Oliveira de.",0.0125,15,4
10,10_oratio_projeto_solid_clean,"ALVES, Everton Leandro Galdino.",0.0125,15,9
10,10_oratio_projeto_solid_clean,"ANDRADE, Nazareno Ferreira de.",0.0125,15,4
10,10_oratio_projeto_solid_clean,"ANDRADE, Wilkerson de Lucena.",0.0125,15,9
10,10_oratio_projeto_solid_clean,"ARAÚJO, Elaine Cristina de.",0.0125,15,1
10,10_oratio_projeto_solid_clean,"ARAÚJO, Joseana Macêdo Fechine Régis de.",0.0125,15,13
10,10_oratio_projeto_solid_clean,"BAPTISTA, Cláudio de Souza.",0.0125,15,17
10,10_oratio_projeto_solid_clean,"BARROS, Marcelo Alves de.",0.0125,15,7
10,10_oratio_projeto_solid_clean,"BRITO, Andrey Elísio Monteiro.",0.0125,15,12
10,10_oratio_projeto_solid_clean,"BRUNET, João Arthur Monteiro.",0.0125,15,10
10,10_oratio_projeto_solid_clean,"CAMPELO, Claudio Elízio Calazans.",0.0125,15,22
10,10_oratio_projeto_solid_clean,"CAMPOS, Lívia Maria Rodrigues Sampaio",0.0125,15,1
10,10_oratio_projeto_solid_clean,"CAMPOS, Lívia Maria Rodrigues Sampaio.",0.0125,15,12
10,10_oratio_projeto_solid_clean,"CAMPOS, Lívia Maria Sampaio.",0.0125,15,1
10,10_oratio_projeto_solid_clean,"FARIA, Roberto Medeiros de.",0.0125,15,1
10,10_oratio_projeto_solid_clean,"FARIAS, Adalberto Cajueiro de.",0.0125,15,4
10,10_oratio_projeto_solid_clean,"FECHINE, Joseana Macêdo.",0.0125,15,4
10,10_oratio_projeto_solid_clean,"GARCIA, Franceline Procópio.",0.0125,15,2
10,10_oratio_projeto_solid_clean,"GARCIA, Francilene Procópio.",0.0125,15,8
10,10_oratio_projeto_solid_clean,"GHEYI, Rohit Gheyi.",0.0125,15,2
10,10_oratio_projeto_solid_clean,"GOMES, Reinaldo Cézar de Morais.",0.0125,15,5
10,10_oratio_projeto_solid_clean,"GORGÔNIO, Kyller Costa.",0.0125,15,2
10,10_oratio_projeto_solid_clean,"GUERRERO, Dalton Dario Serey.",0.0125,15,2
10,10_oratio_projeto_solid_clean,"LIRA, Melina Mongiovi Brito.",0.0125,15,4
10,10_oratio_projeto_solid_clean,"MARINHO, Leandro Balby.",0.0125,15,7
10,10_oratio_projeto_solid_clean,"MELCHER, Elmar Uwe Kurt.",0.0125,15,1
10,10_oratio_projeto_solid_clean,"MONGIOVI, Melina.",0.0125,15,1
10,10_oratio_projeto_solid_clean,"MONTEIRO, João Arthur Brunet.",0.0125,15,15
10,10_oratio_projeto_solid_clean,"MORAES, Fábio Jorge Almeida.",0.0125,15,1
10,10_oratio_projeto_solid_clean,"MORAIS, Fábio Jorge Almeida.",0.0125,15,19
10,10_oratio_projeto_solid_clean,"Marinho, Leandro Balby",0.0125,15,1
10,10_oratio_projeto_solid_clean,"NICOLLETTI, Pedro Sergio.",0.0125,15,1
10,10_oratio_projeto_solid_clean,"PEREIRA, Eanes Torres.",0.0125,15,7
10,10_oratio_projeto_solid_clean,"PEREIRA, Thiago Emmanuel da Cunha Silva.",0.0125,15,2
10,10_oratio_projeto_solid_clean,"PEREIRA, Thiago Emmanuel.",0.0125,15,2
10,10_oratio_projeto_solid_clean,"PIRES, Carlos Eduardo Santos.",0.0125,15,9
10,10_oratio_projeto_solid_clean,"PROCÓPIO, Francilene García.",0.0125,15,1
10,10_oratio_projeto_solid_clean,"RÊGO, Matheus Gaudencio do.",0.0125,15,6
10,10_oratio_projeto_solid_clean,"SABINO, Melina Mongiovi Cunha Lima.",0.0125,15,5
10,10_oratio_projeto_solid_clean,"SAMPAIO, Lívia Maria Rodrigues Sampaio.",0.0125,15,1
10,10_oratio_projeto_solid_clean,"SILVA, Emmanuel Pereira da Cunha.",0.0125,15,1
